draw,false_date,annual_cutoff_year,coefficient
98,2019-02-05,2019,0.007384270803423442
99,2021-10-11,2021,0.005149423463450771
100,2021-02-06,2021,0.005149423463450771
101,2019-04-02,2019,0.007384270803423442
102,2021-03-30,2021,0.005149423463450771
103,2020-10-31,2020,0.0037376708326406854
104,2019-03-30,2019,0.007384270803423442
105,2019-09-17,2019,0.007384270803423442
106,2018-09-25,2018,0.006041609995315169
107,2018-03-02,2018,0.006041609995315169
108,2020-12-18,2020,0.0037376708326406854
109,2018-01-30,2018,0.006041609995315169
110,2021-02-07,2021,0.005149423463450771
111,2019-10-17,2019,0.007384270803423442
112,2019-07-28,2019,0.007384270803423442
113,2020-11-20,2020,0.0037376708326406854
114,2020-02-24,2020,0.0037376708326406854
115,2019-08-24,2019,0.007384270803423442
116,2020-03-01,2020,0.0037376708326406854
117,2018-03-30,2018,0.006041609995315169
118,2021-10-19,2021,0.005149423463450771
119,2019-08-18,2019,0.007384270803423442
120,2020-06-18,2020,0.0037376708326406854
121,2021-07-13,2021,0.005149423463450771
122,2020-12-17,2020,0.0037376708326406854
123,2018-09-20,2018,0.006041609995315169
124,2021-08-14,2021,0.005149423463450771
125,2018-08-15,2018,0.006041609995315169
126,2018-11-29,2018,0.006041609995315169
127,2019-11-08,2019,0.007384270803423442
128,2021-06-23,2021,0.005149423463450771
129,2018-01-16,2018,0.006041609995315169
130,2018-09-01,2018,0.006041609995315169
131,2021-07-19,2021,0.005149423463450771
132,2021-06-28,2021,0.005149423463450771
133,2020-02-27,2020,0.0037376708326406854
134,2019-07-31,2019,0.007384270803423442
135,2018-09-29,2018,0.006041609995315169
136,2018-05-11,2018,0.006041609995315169
137,2019-04-14,2019,0.007384270803423442
138,2019-02-17,2019,0.007384270803423442
139,2020-12-11,2020,0.0037376708326406854
140,2019-07-04,2019,0.007384270803423442
141,2019-11-18,2019,0.007384270803423442
142,2019-08-27,2019,0.007384270803423442
143,2020-08-25,2020,0.0037376708326406854
144,2019-11-25,2019,0.007384270803423442
145,2021-06-04,2021,0.005149423463450771
146,2020-08-14,2020,0.0037376708326406854
147,2021-06-09,2021,0.005149423463450771
148,2021-03-02,2021,0.005149423463450771
149,2020-04-02,2020,0.0037376708326406854
150,2021-11-27,2021,0.005149423463450771
151,2021-05-17,2021,0.005149423463450771
152,2019-02-14,2019,0.007384270803423442
153,2021-02-15,2021,0.005149423463450771
154,2021-04-09,2021,0.005149423463450771
155,2021-12-06,2021,0.005149423463450771
156,2018-02-20,2018,0.006041609995315169
157,2021-12-16,2021,0.005149423463450771
158,2018-10-09,2018,0.006041609995315169
159,2018-05-30,2018,0.006041609995315169
160,2019-11-25,2019,0.007384270803423442
161,2021-04-08,2021,0.005149423463450771
162,2018-10-08,2018,0.006041609995315169
163,2021-10-29,2021,0.005149423463450771
164,2020-01-11,2020,0.0037376708326406854
165,2021-03-04,2021,0.005149423463450771
166,2020-08-30,2020,0.0037376708326406854
167,2021-06-05,2021,0.005149423463450771
168,2019-12-02,2019,0.007384270803423442
169,2018-12-18,2018,0.006041609995315169
170,2021-07-23,2021,0.005149423463450771
171,2020-06-21,2020,0.0037376708326406854
172,2019-03-12,2019,0.007384270803423442
173,2018-11-10,2018,0.006041609995315169
174,2021-07-07,2021,0.005149423463450771
175,2020-07-23,2020,0.0037376708326406854
176,2019-07-04,2019,0.007384270803423442
177,2018-05-13,2018,0.006041609995315169
178,2018-05-02,2018,0.006041609995315169
179,2020-09-26,2020,0.0037376708326406854
180,2018-11-11,2018,0.006041609995315169
181,2021-05-11,2021,0.005149423463450771
182,2020-03-14,2020,0.0037376708326406854
183,2020-10-15,2020,0.0037376708326406854
184,2018-01-25,2018,0.006041609995315169
185,2018-08-07,2018,0.006041609995315169
186,2019-05-01,2019,0.007384270803423442
187,2018-04-24,2018,0.006041609995315169
188,2019-04-17,2019,0.007384270803423442
189,2018-02-21,2018,0.006041609995315169
190,2020-12-08,2020,0.0037376708326406854
191,2019-02-22,2019,0.007384270803423442
192,2021-07-03,2021,0.005149423463450771
193,2019-07-12,2019,0.007384270803423442
194,2020-05-06,2020,0.0037376708326406854
195,2019-04-04,2019,0.007384270803423442
196,2019-01-30,2019,0.007384270803423442
197,2020-10-17,2020,0.0037376708326406854
198,2020-09-17,2020,0.0037376708326406854
199,2020-05-30,2020,0.0037376708326406854
200,2018-10-09,2018,0.006041609995315169
201,2021-12-08,2021,0.005149423463450771
202,2019-03-29,2019,0.007384270803423442
203,2018-01-16,2018,0.006041609995315169
204,2020-09-23,2020,0.0037376708326406854
205,2018-07-11,2018,0.006041609995315169
206,2019-06-01,2019,0.007384270803423442
207,2021-07-18,2021,0.005149423463450771
208,2020-04-15,2020,0.0037376708326406854
209,2018-11-30,2018,0.006041609995315169
210,2021-07-14,2021,0.005149423463450771
211,2020-01-31,2020,0.0037376708326406854
212,2020-11-01,2020,0.0037376708326406854
213,2020-04-04,2020,0.0037376708326406854
214,2020-09-12,2020,0.0037376708326406854
215,2020-04-12,2020,0.0037376708326406854
216,2020-10-10,2020,0.0037376708326406854
217,2018-11-04,2018,0.006041609995315169
218,2021-05-06,2021,0.005149423463450771
219,2020-05-08,2020,0.0037376708326406854
220,2020-05-13,2020,0.0037376708326406854
221,2021-12-09,2021,0.005149423463450771
222,2021-09-21,2021,0.005149423463450771
223,2019-04-20,2019,0.007384270803423442
224,2020-09-14,2020,0.0037376708326406854
225,2021-08-07,2021,0.005149423463450771
226,2019-10-18,2019,0.007384270803423442
227,2020-04-11,2020,0.0037376708326406854
228,2019-10-06,2019,0.007384270803423442
229,2018-08-31,2018,0.006041609995315169
230,2021-07-30,2021,0.005149423463450771
231,2020-08-29,2020,0.0037376708326406854
232,2021-12-03,2021,0.005149423463450771
233,2018-10-18,2018,0.006041609995315169
234,2018-01-14,2018,0.006041609995315169
235,2018-03-03,2018,0.006041609995315169
236,2018-12-28,2018,0.006041609995315169
237,2019-05-17,2019,0.007384270803423442
238,2021-11-26,2021,0.005149423463450771
239,2019-12-03,2019,0.007384270803423442
240,2020-07-12,2020,0.0037376708326406854
241,2021-09-22,2021,0.005149423463450771
242,2021-02-11,2021,0.005149423463450771
243,2021-07-30,2021,0.005149423463450771
244,2020-06-01,2020,0.0037376708326406854
245,2019-07-10,2019,0.007384270803423442
246,2018-02-25,2018,0.006041609995315169
247,2019-12-03,2019,0.007384270803423442
248,2020-10-12,2020,0.0037376708326406854
249,2019-09-13,2019,0.007384270803423442
250,2021-08-06,2021,0.005149423463450771
251,2020-06-08,2020,0.0037376708326406854
252,2018-04-05,2018,0.006041609995315169
253,2021-08-02,2021,0.005149423463450771
254,2018-08-23,2018,0.006041609995315169
255,2021-10-27,2021,0.005149423463450771
256,2018-12-22,2018,0.006041609995315169
257,2021-03-31,2021,0.005149423463450771
258,2020-08-02,2020,0.0037376708326406854
259,2019-09-27,2019,0.007384270803423442
260,2018-01-01,2018,0.006041609995315169
261,2018-06-22,2018,0.006041609995315169
262,2020-10-08,2020,0.0037376708326406854
263,2018-10-27,2018,0.006041609995315169
264,2018-05-19,2018,0.006041609995315169
265,2020-11-11,2020,0.0037376708326406854
266,2018-08-13,2018,0.006041609995315169
267,2019-03-09,2019,0.007384270803423442
268,2018-02-15,2018,0.006041609995315169
269,2021-06-23,2021,0.005149423463450771
270,2018-03-17,2018,0.006041609995315169
271,2018-03-22,2018,0.006041609995315169
272,2020-09-29,2020,0.0037376708326406854
273,2018-11-23,2018,0.006041609995315169
274,2020-08-19,2020,0.0037376708326406854
275,2019-05-07,2019,0.007384270803423442
276,2020-05-05,2020,0.0037376708326406854
277,2018-06-30,2018,0.006041609995315169
278,2018-05-10,2018,0.006041609995315169
279,2021-01-18,2021,0.005149423463450771
280,2018-07-04,2018,0.006041609995315169
281,2020-11-22,2020,0.0037376708326406854
282,2020-09-29,2020,0.0037376708326406854
283,2018-08-17,2018,0.006041609995315169
284,2018-03-18,2018,0.006041609995315169
285,2019-02-15,2019,0.007384270803423442
286,2020-10-12,2020,0.0037376708326406854
287,2020-10-14,2020,0.0037376708326406854
288,2020-08-02,2020,0.0037376708326406854
289,2018-07-11,2018,0.006041609995315169
290,2020-03-13,2020,0.0037376708326406854
291,2021-01-23,2021,0.005149423463450771
292,2018-09-20,2018,0.006041609995315169
293,2021-09-16,2021,0.005149423463450771
294,2020-05-03,2020,0.0037376708326406854
295,2021-05-16,2021,0.005149423463450771
296,2018-02-02,2018,0.006041609995315169
297,2020-11-28,2020,0.0037376708326406854
298,2019-06-12,2019,0.007384270803423442
299,2018-06-22,2018,0.006041609995315169
300,2019-04-26,2019,0.007384270803423442
301,2019-07-15,2019,0.007384270803423442
302,2018-10-14,2018,0.006041609995315169
303,2018-12-03,2018,0.006041609995315169
304,2020-08-26,2020,0.0037376708326406854
305,2019-06-17,2019,0.007384270803423442
306,2018-09-21,2018,0.006041609995315169
307,2018-07-29,2018,0.006041609995315169
308,2020-07-24,2020,0.0037376708326406854
309,2018-11-01,2018,0.006041609995315169
310,2021-10-06,2021,0.005149423463450771
311,2020-07-25,2020,0.0037376708326406854
312,2020-11-14,2020,0.0037376708326406854
313,2021-07-10,2021,0.005149423463450771
314,2018-07-03,2018,0.006041609995315169
315,2019-04-13,2019,0.007384270803423442
316,2018-07-05,2018,0.006041609995315169
317,2018-12-28,2018,0.006041609995315169
318,2021-12-13,2021,0.005149423463450771
319,2018-12-14,2018,0.006041609995315169
320,2021-12-01,2021,0.005149423463450771
321,2021-10-24,2021,0.005149423463450771
322,2020-10-03,2020,0.0037376708326406854
323,2018-09-16,2018,0.006041609995315169
324,2019-05-23,2019,0.007384270803423442
325,2019-11-10,2019,0.007384270803423442
326,2019-11-27,2019,0.007384270803423442
327,2021-05-11,2021,0.005149423463450771
328,2019-07-23,2019,0.007384270803423442
329,2020-05-04,2020,0.0037376708326406854
330,2021-06-02,2021,0.005149423463450771
331,2019-03-08,2019,0.007384270803423442
332,2018-01-16,2018,0.006041609995315169
333,2020-04-27,2020,0.0037376708326406854
334,2020-01-29,2020,0.0037376708326406854
335,2021-02-15,2021,0.005149423463450771
336,2019-06-07,2019,0.007384270803423442
337,2018-05-26,2018,0.006041609995315169
338,2018-01-02,2018,0.006041609995315169
339,2021-05-26,2021,0.005149423463450771
340,2021-02-25,2021,0.005149423463450771
341,2020-03-18,2020,0.0037376708326406854
342,2019-09-08,2019,0.007384270803423442
343,2020-09-09,2020,0.0037376708326406854
344,2021-05-30,2021,0.005149423463450771
345,2018-12-30,2018,0.006041609995315169
346,2020-05-14,2020,0.0037376708326406854
347,2019-05-09,2019,0.007384270803423442
348,2021-03-09,2021,0.005149423463450771
349,2020-05-04,2020,0.0037376708326406854
350,2019-12-20,2019,0.007384270803423442
351,2021-04-02,2021,0.005149423463450771
352,2018-01-15,2018,0.006041609995315169
353,2019-07-03,2019,0.007384270803423442
354,2019-03-15,2019,0.007384270803423442
355,2018-12-18,2018,0.006041609995315169
356,2020-12-26,2020,0.0037376708326406854
357,2020-10-01,2020,0.0037376708326406854
358,2019-01-06,2019,0.007384270803423442
359,2019-09-19,2019,0.007384270803423442
360,2020-04-26,2020,0.0037376708326406854
361,2020-08-26,2020,0.0037376708326406854
362,2021-11-10,2021,0.005149423463450771
363,2018-10-12,2018,0.006041609995315169
364,2018-07-12,2018,0.006041609995315169
365,2020-12-29,2020,0.0037376708326406854
366,2018-01-12,2018,0.006041609995315169
367,2018-02-18,2018,0.006041609995315169
368,2020-07-19,2020,0.0037376708326406854
369,2018-05-12,2018,0.006041609995315169
370,2021-10-25,2021,0.005149423463450771
371,2018-07-11,2018,0.006041609995315169
372,2019-07-01,2019,0.007384270803423442
373,2018-03-28,2018,0.006041609995315169
374,2018-01-28,2018,0.006041609995315169
375,2018-02-12,2018,0.006041609995315169
376,2019-07-01,2019,0.007384270803423442
377,2019-05-22,2019,0.007384270803423442
378,2018-06-18,2018,0.006041609995315169
379,2019-05-16,2019,0.007384270803423442
380,2019-06-23,2019,0.007384270803423442
381,2019-12-24,2019,0.007384270803423442
382,2021-07-02,2021,0.005149423463450771
383,2020-05-09,2020,0.0037376708326406854
384,2021-11-01,2021,0.005149423463450771
385,2021-08-12,2021,0.005149423463450771
386,2020-09-08,2020,0.0037376708326406854
387,2020-07-12,2020,0.0037376708326406854
388,2018-03-21,2018,0.006041609995315169
389,2021-07-20,2021,0.005149423463450771
390,2020-05-21,2020,0.0037376708326406854
391,2018-04-13,2018,0.006041609995315169
392,2020-03-16,2020,0.0037376708326406854
393,2019-07-05,2019,0.007384270803423442
394,2019-03-10,2019,0.007384270803423442
395,2019-08-15,2019,0.007384270803423442
396,2018-10-31,2018,0.006041609995315169
397,2020-09-27,2020,0.0037376708326406854
398,2019-11-17,2019,0.007384270803423442
399,2018-01-06,2018,0.006041609995315169
400,2021-05-03,2021,0.005149423463450771
401,2021-10-31,2021,0.005149423463450771
402,2018-03-04,2018,0.006041609995315169
403,2020-02-22,2020,0.0037376708326406854
404,2019-05-25,2019,0.007384270803423442
405,2018-09-06,2018,0.006041609995315169
406,2021-02-15,2021,0.005149423463450771
407,2021-12-09,2021,0.005149423463450771
408,2019-10-27,2019,0.007384270803423442
409,2018-06-25,2018,0.006041609995315169
410,2021-07-01,2021,0.005149423463450771
411,2019-02-22,2019,0.007384270803423442
412,2021-11-10,2021,0.005149423463450771
413,2021-10-26,2021,0.005149423463450771
414,2020-07-11,2020,0.0037376708326406854
415,2020-02-16,2020,0.0037376708326406854
416,2018-09-16,2018,0.006041609995315169
417,2019-02-10,2019,0.007384270803423442
418,2018-01-12,2018,0.006041609995315169
419,2021-01-06,2021,0.005149423463450771
420,2018-08-23,2018,0.006041609995315169
421,2019-08-03,2019,0.007384270803423442
422,2018-04-18,2018,0.006041609995315169
423,2021-11-28,2021,0.005149423463450771
424,2018-12-11,2018,0.006041609995315169
425,2019-07-15,2019,0.007384270803423442
426,2019-12-02,2019,0.007384270803423442
427,2018-11-29,2018,0.006041609995315169
428,2021-09-15,2021,0.005149423463450771
429,2020-03-31,2020,0.0037376708326406854
430,2020-06-08,2020,0.0037376708326406854
431,2020-09-25,2020,0.0037376708326406854
432,2020-12-12,2020,0.0037376708326406854
433,2021-04-25,2021,0.005149423463450771
434,2019-10-25,2019,0.007384270803423442
435,2020-10-14,2020,0.0037376708326406854
436,2020-08-23,2020,0.0037376708326406854
437,2018-05-26,2018,0.006041609995315169
438,2019-01-19,2019,0.007384270803423442
439,2021-06-05,2021,0.005149423463450771
440,2019-01-12,2019,0.007384270803423442
441,2021-04-19,2021,0.005149423463450771
442,2018-12-19,2018,0.006041609995315169
443,2021-04-04,2021,0.005149423463450771
444,2020-11-04,2020,0.0037376708326406854
445,2019-09-02,2019,0.007384270803423442
446,2019-08-03,2019,0.007384270803423442
447,2021-06-04,2021,0.005149423463450771
448,2020-01-11,2020,0.0037376708326406854
449,2020-03-24,2020,0.0037376708326406854
450,2019-12-18,2019,0.007384270803423442
451,2021-05-28,2021,0.005149423463450771
452,2019-04-26,2019,0.007384270803423442
453,2018-04-24,2018,0.006041609995315169
454,2021-05-16,2021,0.005149423463450771
455,2021-01-15,2021,0.005149423463450771
456,2018-01-29,2018,0.006041609995315169
457,2018-07-18,2018,0.006041609995315169
458,2021-06-14,2021,0.005149423463450771
459,2020-08-30,2020,0.0037376708326406854
460,2018-10-21,2018,0.006041609995315169
461,2018-04-27,2018,0.006041609995315169
462,2018-06-24,2018,0.006041609995315169
463,2020-08-24,2020,0.0037376708326406854
464,2021-07-09,2021,0.005149423463450771
465,2018-09-02,2018,0.006041609995315169
466,2019-07-25,2019,0.007384270803423442
467,2020-01-28,2020,0.0037376708326406854
468,2020-07-15,2020,0.0037376708326406854
469,2019-10-29,2019,0.007384270803423442
470,2021-09-06,2021,0.005149423463450771
471,2020-12-09,2020,0.0037376708326406854
472,2018-04-20,2018,0.006041609995315169
473,2021-05-10,2021,0.005149423463450771
474,2019-05-18,2019,0.007384270803423442
475,2019-06-06,2019,0.007384270803423442
476,2018-06-14,2018,0.006041609995315169
477,2021-07-16,2021,0.005149423463450771
478,2020-04-19,2020,0.0037376708326406854
479,2018-04-19,2018,0.006041609995315169
480,2021-08-18,2021,0.005149423463450771
481,2020-02-24,2020,0.0037376708326406854
482,2019-01-13,2019,0.007384270803423442
483,2018-03-26,2018,0.006041609995315169
484,2021-01-11,2021,0.005149423463450771
485,2020-03-28,2020,0.0037376708326406854
486,2018-12-05,2018,0.006041609995315169
487,2018-06-23,2018,0.006041609995315169
488,2021-01-21,2021,0.005149423463450771
489,2018-03-25,2018,0.006041609995315169
490,2018-04-19,2018,0.006041609995315169
491,2021-07-15,2021,0.005149423463450771
492,2019-10-05,2019,0.007384270803423442
493,2020-11-15,2020,0.0037376708326406854
494,2019-02-11,2019,0.007384270803423442
495,2020-08-19,2020,0.0037376708326406854
496,2018-11-10,2018,0.006041609995315169
497,2021-02-11,2021,0.005149423463450771
498,2019-12-29,2019,0.007384270803423442
499,2020-11-30,2020,0.0037376708326406854
500,2018-03-02,2018,0.006041609995315169
501,2020-11-06,2020,0.0037376708326406854
502,2021-12-06,2021,0.005149423463450771
503,2018-03-10,2018,0.006041609995315169
504,2021-01-13,2021,0.005149423463450771
505,2021-05-22,2021,0.005149423463450771
506,2021-11-03,2021,0.005149423463450771
507,2020-08-21,2020,0.0037376708326406854
508,2018-05-07,2018,0.006041609995315169
509,2021-05-16,2021,0.005149423463450771
510,2020-08-26,2020,0.0037376708326406854
511,2019-03-16,2019,0.007384270803423442
512,2018-04-27,2018,0.006041609995315169
513,2019-11-17,2019,0.007384270803423442
514,2018-07-20,2018,0.006041609995315169
515,2021-11-25,2021,0.005149423463450771
516,2021-11-03,2021,0.005149423463450771
517,2019-07-25,2019,0.007384270803423442
518,2019-06-23,2019,0.007384270803423442
519,2018-10-26,2018,0.006041609995315169
520,2018-12-27,2018,0.006041609995315169
521,2020-01-12,2020,0.0037376708326406854
522,2021-07-29,2021,0.005149423463450771
523,2019-02-05,2019,0.007384270803423442
524,2019-08-20,2019,0.007384270803423442
525,2018-10-07,2018,0.006041609995315169
526,2021-11-24,2021,0.005149423463450771
527,2021-06-09,2021,0.005149423463450771
528,2019-05-26,2019,0.007384270803423442
529,2019-07-25,2019,0.007384270803423442
530,2020-06-18,2020,0.0037376708326406854
531,2018-01-05,2018,0.006041609995315169
532,2020-06-23,2020,0.0037376708326406854
533,2018-02-18,2018,0.006041609995315169
534,2021-01-27,2021,0.005149423463450771
535,2018-07-17,2018,0.006041609995315169
536,2019-10-04,2019,0.007384270803423442
537,2021-08-02,2021,0.005149423463450771
538,2021-05-24,2021,0.005149423463450771
539,2021-07-25,2021,0.005149423463450771
540,2020-03-29,2020,0.0037376708326406854
541,2019-01-28,2019,0.007384270803423442
542,2021-04-29,2021,0.005149423463450771
543,2020-08-12,2020,0.0037376708326406854
544,2021-09-10,2021,0.005149423463450771
545,2019-04-10,2019,0.007384270803423442
546,2019-12-03,2019,0.007384270803423442
547,2019-01-28,2019,0.007384270803423442
548,2019-01-08,2019,0.007384270803423442
549,2020-03-09,2020,0.0037376708326406854
550,2020-05-26,2020,0.0037376708326406854
551,2021-07-28,2021,0.005149423463450771
552,2018-11-17,2018,0.006041609995315169
553,2021-01-08,2021,0.005149423463450771
554,2019-07-16,2019,0.007384270803423442
555,2020-04-03,2020,0.0037376708326406854
556,2021-03-02,2021,0.005149423463450771
557,2020-09-30,2020,0.0037376708326406854
558,2020-04-09,2020,0.0037376708326406854
559,2021-09-25,2021,0.005149423463450771
560,2018-03-10,2018,0.006041609995315169
561,2018-08-30,2018,0.006041609995315169
562,2021-09-08,2021,0.005149423463450771
563,2021-11-21,2021,0.005149423463450771
564,2020-12-24,2020,0.0037376708326406854
565,2019-06-26,2019,0.007384270803423442
566,2019-05-30,2019,0.007384270803423442
567,2019-06-13,2019,0.007384270803423442
568,2021-08-25,2021,0.005149423463450771
569,2019-11-23,2019,0.007384270803423442
570,2021-06-05,2021,0.005149423463450771
571,2020-03-03,2020,0.0037376708326406854
572,2018-04-28,2018,0.006041609995315169
573,2020-10-04,2020,0.0037376708326406854
574,2020-04-06,2020,0.0037376708326406854
575,2018-01-24,2018,0.006041609995315169
576,2021-12-26,2021,0.005149423463450771
577,2019-08-16,2019,0.007384270803423442
578,2021-04-11,2021,0.005149423463450771
579,2021-12-20,2021,0.005149423463450771
580,2019-11-08,2019,0.007384270803423442
581,2019-07-14,2019,0.007384270803423442
582,2019-12-05,2019,0.007384270803423442
583,2020-05-30,2020,0.0037376708326406854
584,2018-02-14,2018,0.006041609995315169
585,2020-04-15,2020,0.0037376708326406854
586,2019-05-21,2019,0.007384270803423442
587,2020-03-12,2020,0.0037376708326406854
588,2018-05-10,2018,0.006041609995315169
589,2020-10-03,2020,0.0037376708326406854
590,2021-06-02,2021,0.005149423463450771
591,2020-11-15,2020,0.0037376708326406854
592,2019-10-01,2019,0.007384270803423442
593,2019-12-22,2019,0.007384270803423442
594,2020-05-16,2020,0.0037376708326406854
595,2018-10-20,2018,0.006041609995315169
596,2019-06-01,2019,0.007384270803423442
597,2021-08-13,2021,0.005149423463450771
598,2020-10-31,2020,0.0037376708326406854
599,2019-08-20,2019,0.007384270803423442
600,2021-07-17,2021,0.005149423463450771
601,2021-05-05,2021,0.005149423463450771
602,2020-01-18,2020,0.0037376708326406854
603,2021-03-19,2021,0.005149423463450771
604,2021-01-02,2021,0.005149423463450771
605,2021-05-06,2021,0.005149423463450771
606,2018-02-18,2018,0.006041609995315169
607,2018-08-13,2018,0.006041609995315169
608,2019-03-17,2019,0.007384270803423442
609,2021-02-03,2021,0.005149423463450771
610,2019-09-01,2019,0.007384270803423442
611,2019-12-12,2019,0.007384270803423442
612,2020-10-02,2020,0.0037376708326406854
613,2021-07-07,2021,0.005149423463450771
614,2019-11-30,2019,0.007384270803423442
615,2020-11-25,2020,0.0037376708326406854
616,2018-12-10,2018,0.006041609995315169
617,2020-04-25,2020,0.0037376708326406854
618,2020-12-13,2020,0.0037376708326406854
619,2019-10-12,2019,0.007384270803423442
620,2019-02-07,2019,0.007384270803423442
621,2020-11-25,2020,0.0037376708326406854
622,2018-11-05,2018,0.006041609995315169
623,2019-03-13,2019,0.007384270803423442
624,2018-07-25,2018,0.006041609995315169
625,2019-09-28,2019,0.007384270803423442
626,2020-12-18,2020,0.0037376708326406854
627,2021-02-16,2021,0.005149423463450771
628,2018-04-20,2018,0.006041609995315169
629,2021-09-11,2021,0.005149423463450771
630,2018-05-01,2018,0.006041609995315169
631,2020-05-28,2020,0.0037376708326406854
632,2021-06-04,2021,0.005149423463450771
633,2020-11-10,2020,0.0037376708326406854
634,2020-11-29,2020,0.0037376708326406854
635,2021-11-01,2021,0.005149423463450771
636,2019-06-07,2019,0.007384270803423442
637,2020-08-23,2020,0.0037376708326406854
638,2018-08-07,2018,0.006041609995315169
639,2018-12-03,2018,0.006041609995315169
640,2020-06-29,2020,0.0037376708326406854
641,2021-10-09,2021,0.005149423463450771
642,2019-05-19,2019,0.007384270803423442
643,2021-07-18,2021,0.005149423463450771
644,2018-09-21,2018,0.006041609995315169
645,2021-03-04,2021,0.005149423463450771
646,2018-11-28,2018,0.006041609995315169
647,2020-06-08,2020,0.0037376708326406854
648,2020-10-11,2020,0.0037376708326406854
649,2020-09-11,2020,0.0037376708326406854
650,2018-12-03,2018,0.006041609995315169
651,2019-03-04,2019,0.007384270803423442
652,2021-07-12,2021,0.005149423463450771
653,2020-10-29,2020,0.0037376708326406854
654,2020-12-13,2020,0.0037376708326406854
655,2018-02-14,2018,0.006041609995315169
656,2019-04-24,2019,0.007384270803423442
