partner_country,year,tariff_relief,intermediate_share,source_share
CH,2022,0.0,0.7000981691034559,0.020789310237624422
CH,2023,0.0,0.693877761622937,0.02309980303532375
CH,2024,0.0,0.6492415318002825,0.023289585438828378
JP,2017,0.0,0.6301256859203584,0.09492058009167537
JP,2018,0.0,0.6088229753116533,0.09075222226531944
JP,2019,0.0,0.5895453582334514,0.08636590966424837
JP,2020,0.0,0.5728854435390057,0.08800737855793907
JP,2021,0.0,0.5777045338113252,0.08062942032481067
JP,2022,0.3744191073222167,0.578100559566574,0.0710953062219106
JP,2023,0.4962503072083833,0.5600050317967491,0.06386132096191172
JP,2024,0.6575106486465951,0.5556965663302692,0.06362519015158172
KR,2017,0.0,0.7023604095988967,0.10882214130367877
KR,2018,0.0,0.6774435235578193,0.1074562638093865
KR,2019,0.0,0.66998428969791,0.09465103744360573
KR,2020,0.0,0.6714768349351935,0.0951674245786251
KR,2021,0.0,0.6921458063417341,0.08933502512061658
KR,2022,0.027266223820147713,0.7254555130788964,0.0829539931171667
KR,2023,0.018345267164820055,0.7291465247567913,0.06886738974255407
KR,2024,0.009999944334900169,0.7420646429874151,0.08030426223464081
FR,2017,0.0,0.3567842509361995,0.015759835015440954
FR,2018,0.0,0.3258994126502177,0.0164226476337995
FR,2019,0.0,0.33347405487132414,0.01662706950167201
FR,2020,0.0,0.3839318271785621,0.013917186863560551
FR,2021,0.0,0.32762717057738316,0.015321536904665438
FR,2022,0.0,0.3261136766523107,0.013454443939071449
FR,2023,0.0,0.3495593990715501,0.015595905494771327
FR,2024,0.0,0.37290541659693366,0.014637119832611034
LU,2017,0.0,0.8533149953789775,0.00018213066565605298
LU,2018,0.0,0.8655388327707894,0.0001639051235658843
LU,2019,0.0,0.8282828010879865,0.0001497795837616796
LU,2020,0.0,0.8601986357298748,0.00014799378490376006
LU,2021,0.0,0.8637671997072326,0.00013104345165409272
LU,2022,0.0,0.863288345889039,0.00013550187172633408
LU,2023,0.0,0.8856898031682248,0.00011387541919895077
LU,2024,0.0,0.9029091189546282,0.0001330105979002456
EG,2017,0.0,0.7912934268758673,0.000597238722403667
EG,2018,0.0,0.7286122804573398,0.0007534064602416719
EG,2019,0.0,0.5252848492406353,0.00039212755860488916
EG,2020,0.0,0.4364384594642286,0.0004964315385013503
EG,2021,0.0,0.294032647686562,0.000718067064135791
EG,2022,0.0,0.2302034939505471,0.0005758191118795935
EG,2023,0.0,0.7281469151381432,0.0004894917303077118
EG,2024,0.0,0.6101960319277294,0.0002334313513033835
DE,2017,0.0,0.4705171308497936,0.07162348125430938
DE,2018,0.0,0.46287288050642184,0.0694760622102794
DE,2019,0.0,0.4415551792676579,0.0693370479164423
DE,2020,0.0,0.4630701049969957,0.07077366146204941
DE,2021,0.0,0.46528651981591834,0.06250264268331256
DE,2022,0.0,0.4463084240793821,0.057429688888006473
DE,2023,0.0,0.46294880749326456,0.0560752009300464
DE,2024,0.0,0.4991481830823312,0.04958064534948503
CA,2017,0.0,0.7747964291829674,0.011621093655085998
CA,2018,0.0,0.788319781963659,0.014782976096216904
CA,2019,0.0,0.7159496859774227,0.014542058747468951
CA,2020,0.0,0.7251842505515232,0.011896295653501242
CA,2021,0.0,0.7769714090890758,0.012556565514471709
CA,2022,0.0,0.8226649241790273,0.013008230887373691
CA,2023,0.0,0.8161874490811245,0.01400142247048045
CA,2024,0.0,0.8407326019305693,0.011202172820939896
VG,2017,0.0,0.9609598126262204,6.291773727136375e-08
VG,2018,0.0,0.4871770103839652,1.3604221855470797e-08
VG,2019,0.0,0.0,1.8431646276090571e-07
VG,2020,0.0,0.0061367069486404835,1.4211658647670065e-07
VG,2021,0.0,0.6762351122649175,5.2687486909304424e-08
VG,2022,0.0,0.3114438644607626,2.3392570753004936e-08
VG,2023,0.0,0.36990850235313794,2.2283498023358646e-08
VG,2024,0.0,0.4823348365999102,2.471234475702206e-08
AU,2017,0.0,0.8686869810574617,0.05594831995347574
AU,2018,0.0,0.81749422759432,0.054362048492799096
AU,2019,0.0,0.8212297668829422,0.06350729117163166
AU,2020,0.0,0.845245595238972,0.06064230890519321
AU,2021,0.0,0.8547982534292358,0.06486252476056528
AU,2022,0.000359929046378401,0.8440136498316935,0.05651909397017287
AU,2023,0.00032641822277106183,0.8692081494112657,0.06472525348505895
AU,2024,0.000298077888896722,0.8374370552706637,0.05655039457444656
AR,2017,0.0,0.7920277221532813,0.00292241252817688
AR,2018,0.0,0.636988607244365,0.002168022592834075
AR,2019,0.0,0.5873280958721787,0.0037032104358950347
AR,2020,0.0,0.5551758874415381,0.0035114327463227533
AR,2021,0.0,0.6275014706787947,0.0026535184964322825
AR,2022,0.0,0.6400452161576075,0.003353628745232542
AR,2023,0.0,0.599667200639635,0.0026892134081134703
AR,2024,0.0,0.6571858754342026,0.0026894035284134817
SE,2017,0.0,0.4767628062764268,0.004850530733354973
SE,2018,0.0,0.4338224873953864,0.004786650861456087
SE,2019,0.0,0.4457683355913543,0.004891535881920305
SE,2020,0.0,0.46503456422005546,0.005311375797170474
SE,2021,0.0,0.5075179884712088,0.004108243566977546
SE,2022,0.0,0.5248375565367597,0.0037440351360469933
SE,2023,0.0,0.5095628375251013,0.0039181137662871865
SE,2024,0.0,0.5349770197886258,0.00375322917241284
BR,2017,0.0,0.9356518768707953,0.035439662702486
BR,2018,0.0,0.9504045846164069,0.040910165780654754
BR,2019,0.0,0.9216128154136606,0.042455506636206765
BR,2020,0.0,0.8968618038946544,0.0458288049968668
BR,2021,0.0,0.914755349447797,0.0459135792963624
BR,2022,0.0,0.8742111309292055,0.04546327094314869
BR,2023,0.0,0.9123974406276949,0.05281671601423258
BR,2024,0.0,0.9065865578669365,0.04927445182425387
CO,2017,0.0,0.9874364992448479,0.001511470977710482
CO,2018,0.0,0.9939406176525993,0.0030640756597636065
CO,2019,0.0,0.9929615851111467,0.003381697870648609
CO,2020,0.0,0.9716677787311507,0.001863754489677299
CO,2021,0.0,0.9858139447085116,0.0023086175205433027
CO,2022,0.0,0.9533350468352704,0.0011313662929315546
CO,2023,0.0,0.961359297710608,0.001327535241905449
CO,2024,0.0,0.9536983605780545,0.0012637698603409327
AE,2017,0.0,0.5395843387983399,0.006988606774385376
AE,2018,0.0,0.5694639620353471,0.007959716947314748
AE,2019,0.0,0.3324651903967121,0.00794453308908493
AE,2020,0.0,0.6863049338247732,0.00861389646970801
AE,2021,0.0,0.43876694475020317,0.007378832095371033
AE,2022,0.0,0.3024714093805499,0.0072918305677711435
AE,2023,0.0,0.272705752531367,0.007540939050789307
AE,2024,0.0,0.7915442917025495,0.015328403339480474
UA,2017,0.0,0.9464354971359563,0.001302907870120583
UA,2018,0.0,0.9587400275804223,0.001393227862779166
UA,2019,0.0,0.9620584317673365,0.0023939296453160193
UA,2020,0.0,0.9773916038308742,0.0042835417461024785
UA,2021,0.0,0.9785280075322768,0.004088998871149317
UA,2022,0.0,0.9567977018621872,0.0013355699620598799
UA,2023,0.0,0.9553947367420956,0.001300621027081156
UA,2024,0.0,0.9759955426224068,0.0012870605419917397
DK,2017,0.0,0.46960408114339103,0.0025158906196956006
DK,2018,0.0,0.4466211159176978,0.0022722725064335874
DK,2019,0.0,0.41444626366009857,0.0026159325275014406
DK,2020,0.0,0.3847983315977769,0.00311575801685352
DK,2021,0.0,0.4074241669395965,0.0027488516931982927
DK,2022,0.0,0.4512899164132182,0.0022825710794456156
DK,2023,0.0,0.5677034790078029,0.0022161545068495538
DK,2024,0.0,0.6113083060904404,0.0023650364517812353
RU,2017,0.0,0.8112246985774693,0.030133073318548302
RU,2018,0.0,0.8801472667728725,0.037388983902420715
RU,2019,0.0,0.867430472364572,0.03757921177049265
RU,2020,0.0,0.8572724745444386,0.035591563150567614
RU,2021,0.0,0.8555905213873486,0.038651138870842004
RU,2022,0.0,0.8299191447161633,0.05470698050887156
RU,2023,0.0,0.8114002586213559,0.06297975815184935
RU,2024,0.0,0.7950036323665071,0.062049185665977315
SA,2017,0.0,0.9613125432886229,0.017754949538951393
SA,2018,0.0,0.9552470577298611,0.02267926579711483
SA,2019,0.0,0.9727610063190917,0.027098353747957153
SA,2020,0.0,0.9796099083288131,0.018881839943854697
SA,2021,0.0,0.9819094532275895,0.02039053433234817
SA,2022,0.0,0.9851432873765604,0.029007201534188138
SA,2023,0.0,0.9790344778328335,0.022162175058689147
SA,2024,0.0,0.9663362885070462,0.020091691206812874
TH,2017,0.0,0.6803727227342568,0.024674417536391834
TH,2018,0.0,0.6586537800636038,0.023079012499166815
TH,2019,0.0,0.6148642451632372,0.019424030571662625
TH,2020,0.0,0.5841627871019612,0.020047466126094017
TH,2021,0.0,0.5426617744284035,0.01951048577091744
TH,2022,0.07545687739928164,0.5496095566790212,0.017885028235881548
TH,2023,0.07564990920182768,0.5379522668619029,0.020987730952642104
TH,2024,0.07718514600110057,0.5444845949425969,0.02038492508079446
IS,2017,0.0,0.11900330485670677,6.619572484261261e-05
IS,2018,0.0,0.14416651008874679,8.711547337593122e-05
IS,2019,0.0,0.13538165943748062,7.580112021872571e-05
IS,2020,0.0,0.1971322642220452,5.609559163502254e-05
IS,2021,0.0,0.18482793982206122,6.333053206732797e-05
IS,2022,0.0,0.1350164588224732,7.88221410364402e-05
IS,2023,0.0,0.08314335343646495,0.00010314396890755935
IS,2024,0.0,0.10874582894733396,6.99930851053879e-05
NL,2017,0.0,0.47128302183803056,0.00840899884146329
NL,2018,0.0,0.36777095100399276,0.007972756559468087
NL,2019,0.0,0.39097601828937245,0.007513054626027337
NL,2020,0.0,0.33830417407124685,0.008955217280389565
NL,2021,0.0,0.36130786344297616,0.007579565757172739
NL,2022,0.0,0.3730395785158164,0.006749423633524756
NL,2023,0.0,0.2904026164499931,0.00946566934232034
NL,2024,0.0,0.24215560364516622,0.010458350634601432
IT,2017,0.0,0.39365124294137094,0.011672461265523577
IT,2018,0.0,0.4071057883605156,0.010588448619786889
IT,2019,0.0,0.401825998734765,0.01015684972325641
IT,2020,0.0,0.42499464959802047,0.010243751200555977
IT,2021,0.0,0.39697628380275873,0.010270312668446406
IT,2022,0.0,0.3732706119116362,0.009386530664055056
IT,2023,0.0,0.31116596266987806,0.010997996649807404
IT,2024,0.0,0.3934068873035465,0.009143440263555094
FI,2017,0.0,0.7576728497772274,0.0024843945649125807
FI,2018,0.0,0.7319437557832642,0.0024417865741241484
FI,2019,0.0,0.7279745017229267,0.0024034758736804426
FI,2020,0.0,0.728535289016401,0.0021922433761364327
FI,2021,0.0,0.7238182958291346,0.002160113601638599
FI,2022,0.0,0.7576036190232687,0.002154111148129417
FI,2023,0.0,0.7394193439999188,0.0020481059678110866
FI,2024,0.0,0.7149034220659307,0.0018731431831309313
IL,2017,0.0,0.6790241637976503,0.0025256538528669274
IL,2018,0.0,0.6292961428119643,0.0030518982780007708
IL,2019,0.0,0.47454943134101935,0.0027485769847441057
IL,2020,0.0,0.6669658984010454,0.0033536047257549857
IL,2021,0.0,0.5593745024202135,0.0024027042412734178
IL,2022,0.0,0.6101575456248423,0.002621047075075385
IL,2023,0.0,0.4164931794346347,0.001990188091728768
IL,2024,0.0,0.4340255069836054,0.0016289494205558748
ES,2017,0.0,0.5651786548401188,0.0049211120913198216
ES,2018,0.0,0.5784051634201908,0.004729263708854325
ES,2019,0.0,0.5086616631292012,0.004727296490757226
ES,2020,0.0,0.41676461124613423,0.005885721244084771
ES,2021,0.0,0.45422760192713657,0.005239371112059687
ES,2022,0.0,0.5258784873114236,0.004161005651512493
ES,2023,0.0,0.46033896400693386,0.004114415231411211
ES,2024,0.0,0.5170624963551583,0.0039956660814905
CY,2017,0.0,0.07732590057922031,4.071975912818719e-05
CY,2018,0.0,0.09074049105902048,3.62422994737012e-05
CY,2019,0.0,0.10417139017642094,2.923048665347668e-05
CY,2020,0.0,0.03685078605978302,2.0411343116644832e-05
CY,2021,0.0,0.12992989933588625,1.6281833101755787e-05
CY,2022,0.0,0.2836427663961208,1.3764772358802412e-05
CY,2023,0.0,0.18928760968105784,1.518366061684408e-05
CY,2024,0.0,0.2068860687452576,1.3690908371409758e-05
KZ,2017,0.0,0.9727729931628295,0.004739216697836906
KZ,2018,0.0,0.828252438597126,0.004197985217575222
KZ,2019,0.0,0.7914741618933963,0.0056264115713694305
KZ,2020,0.0,0.8357658059597239,0.006745662494608965
KZ,2021,0.0,0.8847446773940472,0.005737346827237049
KZ,2022,0.0,0.8998856488557788,0.007156672236010988
KZ,2023,0.0,0.8773756022133726,0.008054245373537
KZ,2024,0.0,0.8822898185890401,0.007658553851830005
BG,2017,0.0,0.9031020381378837,0.0005823584786725349
BG,2018,0.0,0.905395554334462,0.0006011323077095398
BG,2019,0.0,0.8777973929806024,0.0006177893842567827
BG,2020,0.0,0.8865112434802328,0.0007232343133957851
BG,2021,0.0,0.8597546268358291,0.0007291555885161804
BG,2022,0.0,0.8668475605085714,0.0004947187226809807
BG,2023,0.0,0.8846275852041712,0.0006298924265519632
BG,2024,0.0,0.8673195858731647,0.0005093840569513318
UZ,2017,0.0,0.5680025939192949,0.0008870740169777116
UZ,2018,0.0,0.39771694969770327,0.0009992221016130866
UZ,2019,0.0,0.486188444769596,0.0012562181107524195
UZ,2020,0.0,0.6255650617157733,0.0008675946627572847
UZ,2021,0.0,0.6361995214618831,0.000900419161111868
UZ,2022,0.0,0.49611385162860616,0.0009409651961804799
UZ,2023,0.0,0.6045187067757909,0.0008846222014140127
UZ,2024,0.0,0.5705065768450224,0.0008396673207864976
AM,2017,0.0,0.9033797190789098,9.726267995069543e-05
AM,2018,0.0,0.7956325245600464,8.093605669128165e-05
AM,2019,0.0,0.8359255204515905,0.0001434293459680741
AM,2020,0.0,0.9033837763694182,0.00019489263345604408
AM,2021,0.0,0.9021952968878147,0.00022728131254440726
AM,2022,0.0,0.8993935579247292,0.00021348439062779772
AM,2023,0.0,0.978907198292156,0.00022641137812491396
AM,2024,0.0,0.989274826720446,0.0005796785204755661
TN,2017,0.0,0.5529110097167428,8.383938299125856e-05
TN,2018,0.0,0.7315606945529601,0.00010018567580973096
TN,2019,0.0,0.6072737443223508,5.792779645415918e-05
TN,2020,0.0,0.5731826056376212,6.58594646954642e-05
TN,2021,0.0,0.6487307968942236,6.593327679703165e-05
TN,2022,0.0,0.6210970386296986,4.594073292778733e-05
TN,2023,0.0,0.4120455563775481,3.449562684278786e-05
TN,2024,0.0,0.2792944297265189,0.0002131855889552041
GR,2017,0.0,0.6798206249476497,0.0003408120937079282
GR,2018,0.0,0.4351659841952372,0.00046477464269785516
GR,2019,0.0,0.4078376215682941,0.000515833444672962
GR,2020,0.0,0.3512788359775336,0.0005470098347191959
GR,2021,0.0,0.4574456493968682,0.0004109969223391451
GR,2022,0.0,0.5976983588667709,0.00031511810757594357
GR,2023,0.0,0.6918178138942821,0.00028525765290719616
GR,2024,0.0,0.551109203235361,0.0003406943950444674
CZ,2017,0.0,0.5577845394763024,0.0022109395302779495
CZ,2018,0.0,0.5282981459132768,0.0017945294455864946
CZ,2019,0.0,0.572016578489845,0.001696833136736922
CZ,2020,0.0,0.5520389616941319,0.0018210099878944654
CZ,2021,0.0,0.5553378069749931,0.0016572798978171765
CZ,2022,0.0,0.5531724503071902,0.0014496421093688082
CZ,2023,0.0,0.5156534240555184,0.001411700153946841
CZ,2024,0.0,0.4508691435754294,0.0017636207680971345
NZ,2017,0.0,0.4295847340508645,0.005448068742629945
NZ,2018,0.0,0.41240499587060103,0.005553262323211367
NZ,2019,0.0,0.34910599144738463,0.006438163303306615
NZ,2020,0.0,0.339520297140922,0.006581922963421295
NZ,2021,0.0,0.3397438221938043,0.006807961857025589
NZ,2022,0.0,0.34921499814176177,0.00643905791202903
NZ,2023,0.0,0.3472949678647988,0.00562765439888201
NZ,2024,0.0,0.33301318950515496,0.005261712893870832
PL,2017,0.0,0.6874618288329715,0.001998737365813882
PL,2018,0.0,0.6732336825235833,0.0018988721734229104
PL,2019,0.0,0.6522460810884307,0.002075946481308128
PL,2020,0.0,0.6253443343203519,0.002302886537179897
PL,2021,0.0,0.6415422514748653,0.002271422531731172
PL,2022,0.0,0.6493635890344307,0.0016443064234952151
PL,2023,0.0,0.6662255536026145,0.0020324552086844567
PL,2024,0.0,0.6573353672548428,0.0020535938881454732
VN,2017,0.0,0.6187031640077693,0.02677716732014092
VN,2018,0.0,0.6419820922646166,0.027341399170651776
VN,2019,0.0,0.664846681755025,0.027638042842728125
VN,2020,0.0,0.7235644720561704,0.03291561901009407
VN,2021,0.0,0.7128378353597142,0.02936257088589492
VN,2022,0.0039290550682327665,0.6784604096105068,0.029949263496936357
VN,2023,0.003961547905113846,0.4452483835810129,0.032380085878136476
VN,2024,0.004026331554893308,0.494737880088146,0.04654008383832758
CL,2017,0.0,0.91274076278667,0.0130231181998952
CL,2018,0.0,0.902330507224285,0.01431389709612138
CL,2019,0.0,0.8536254904548896,0.014089004724608327
CL,2020,0.0,0.8914595414341485,0.019895334754034495
CL,2021,0.0,0.9170931652149703,0.016939459881977793
CL,2022,0.0,0.9098953955769828,0.018853067939745706
CL,2023,0.0,0.9012798211000359,0.018696766210528837
CL,2024,0.0,0.8848096241240735,0.01801385003312152
NO,2017,0.0,0.6741334459305439,0.0017654367088421987
NO,2018,0.0,0.6086973073030243,0.0015954551482719515
NO,2019,0.0,0.7162426343977215,0.002441919840370373
NO,2020,0.0,0.8570142752648594,0.0038485662867378894
NO,2021,0.0,0.900605629378881,0.004373800730290197
NO,2022,0.0,0.7822261942104789,0.00310613380689112
NO,2023,0.0,0.6471289724793884,0.0016075832483784683
NO,2024,0.0,0.6077608792080257,0.0019555433854301957
PH,2017,0.0,0.48365886104405664,0.006724940578199851
PH,2018,0.0,0.46049366557781907,0.006052516012365337
PH,2019,0.0,0.5173183351979346,0.006837874668619939
PH,2020,0.0,0.6250027300941032,0.006947141010198356
PH,2021,0.0,0.6504096973274037,0.00643944122567943
PH,2022,0.0,0.6891500278767535,0.006054756505140721
PH,2023,0.030693410796892605,0.6568617574190142,0.005985250013890533
PH,2024,0.030872565104478684,0.677508569825549,0.005331797821937799
BD,2017,0.0,0.2806061243736457,0.0006599234220240201
BD,2018,0.0,0.24570850952928022,0.0005131118542939095
BD,2019,0.0,0.23131419493307462,0.0005498551881037491
BD,2020,0.0,0.3242398450221745,0.00042792757287295766
BD,2021,0.0,0.4561769641270084,0.0004339066697446949
BD,2022,0.0,0.46584212354104004,0.0004033029610413017
BD,2023,0.0,0.4340916995599944,0.0004345509469158147
BD,2024,0.0,0.43668502463379966,0.0005018400827529887
PA,2017,0.0,0.9658458791115034,3.712187475274234e-05
PA,2018,0.0,0.7392769541575588,4.255842462568411e-05
PA,2019,0.0,0.939276465364303,0.00023567630895160888
PA,2020,0.0,0.8727448563982029,0.00015019121431969086
PA,2021,0.0,0.9770355284504667,0.0006023307526566437
PA,2022,0.0,0.9773358985473969,0.0006433689250296953
PA,2023,0.0,0.9838202770352737,0.0006895054636237639
PA,2024,0.0,0.8505932895322585,3.398016279841411e-05
LK,2017,0.0,0.24875999783198802,0.0002433537426994926
LK,2018,0.0,0.34622873069155435,0.0001687783529495372
LK,2019,0.0,0.3388397851044981,0.00020692806077337306
LK,2020,0.0,0.36095182848734,0.00016976726894357455
LK,2021,0.0,0.4997316816667678,0.0002488455895754369
LK,2022,0.0,0.3740690983242446,0.0001473773990803196
LK,2023,0.0,0.3685231130979737,0.00014982746659806357
LK,2024,0.0,0.3345574112092634,0.0001553170271126087
SG,2017,0.0,0.6759472115497793,0.02622538035595455
SG,2018,0.0,0.651509297662542,0.022351002963376852
SG,2019,0.0,0.671638746245342,0.023597967008878836
SG,2020,0.0,0.654204635274536,0.02179264671187826
SG,2021,0.0,0.6340064596184748,0.020708702705213976
SG,2022,0.04171738247933307,0.6161876578241012,0.01810562667090222
SG,2023,0.04224740889626385,0.5955098428211513,0.018217274042783765
SG,2024,0.04279668237909455,0.5777258763371178,0.017944936955178507
IE,2017,0.0,0.6530036987433243,0.0037531234071254927
IE,2018,0.0,0.6458776393811331,0.003653131067721619
IE,2019,0.0,0.7597659844026167,0.007118865065609651
IE,2020,0.0,0.7207938584518047,0.00755604563723223
IE,2021,0.0,0.6889862988675198,0.0073433308013259565
IE,2022,0.0,0.6421736995679006,0.007473279604192208
IE,2023,0.0,0.3932716266433255,0.007192268808530764
IE,2024,0.0,0.5364771222758182,0.005473672077719866
LI,2017,,,
LI,2018,,,
LI,2019,,,
LI,2020,,,
LI,2021,,,
LI,2022,,,
LI,2023,,,
LI,2024,,,
SI,2017,0.0,0.44472813002174444,0.0002967759601438467
SI,2018,0.0,0.4760175988296813,0.00030846938544020153
SI,2019,0.0,0.5583357051789554,0.0002723582087694397
SI,2020,0.0,0.5444795931588927,0.0002712537571535151
SI,2021,0.0,0.5852629338889517,0.00026183846313326955
SI,2022,0.0,0.5957580299977511,0.00018470729525616456
SI,2023,0.0,0.545020006170122,0.00015824618375644524
SI,2024,0.0,0.6049578906410213,0.00017054337615443846
TR,2017,0.0,0.8335208343182273,0.0020892388111186165
TR,2018,0.0,0.8307277704312764,0.0017787228766305689
TR,2019,0.0,0.7920449042035207,0.0016889411175017887
TR,2020,0.0,0.813561136314575,0.0018605099466744472
TR,2021,0.0,0.7959777242374306,0.0019214968004066409
TR,2022,0.0,0.7987663573311966,0.0016440239208990208
TR,2023,0.0,0.811773996397261,0.0017199071283880685
TR,2024,0.0,0.8434537603316467,0.0016927240474013145
AT,2017,0.0,0.4826032050391237,0.0032260670654526875
AT,2018,0.0,0.4741907241446695,0.003260078966778434
AT,2019,0.0,0.4427629518866257,0.0036624546915668536
AT,2020,0.0,0.4409530251723176,0.0032828460594168983
AT,2021,0.0,0.4329565006556837,0.0032530252630644367
AT,2022,0.0,0.45442105041129444,0.003102122268679928
AT,2023,0.0,0.4335186294263616,0.00307844568659092
AT,2024,0.0,0.41640108788806096,0.0031762729744417278
BE,2017,0.0,0.61314826589445,0.005328710761278933
BE,2018,0.0,0.578810062309642,0.003632306944390208
BE,2019,0.0,0.5549435968405872,0.003640342992651319
BE,2020,0.0,0.5274569899849471,0.005187037651506944
BE,2021,0.0,0.5208398760751939,0.0035707989872221643
BE,2022,0.0,0.4942790311327743,0.003575172740020992
BE,2023,0.0,0.4195129335802376,0.003277352424764944
BE,2024,0.0,0.454351246738351,0.003296683077498307
SN,2017,0.0,0.8750961041856429,9.016427305810378e-05
SN,2018,0.0,0.849317036193973,6.773039681349622e-05
SN,2019,0.0,0.8922656070155598,0.0001601607514989757
SN,2020,0.0,0.9309062157007095,0.00016912740417457034
SN,2021,0.0,0.9605526921336233,0.00018344271051824664
SN,2022,0.0,0.8759887600842972,0.00011174099785071397
SN,2023,0.0,0.8523358432015339,0.00014440494751868287
SN,2024,0.0,0.9718355860130948,0.0003811688613723419
ZA,2017,0.0,0.9545877082830981,0.013378592756386818
ZA,2018,0.0,0.9381451111120482,0.012789781381444237
ZA,2019,0.0,0.9500131979659502,0.01023087650704157
ZA,2020,0.0,0.7687949676283379,0.010344222453464289
ZA,2021,0.0,0.8027980841491517,0.012257423397521153
ZA,2022,0.0,0.8518133358342251,0.011698815041508303
ZA,2023,0.0,0.9032837933805744,0.011511947975988661
ZA,2024,0.0,0.9720598752810165,0.01153759236765977
MH,2017,0.0,0.008997601766199197,1.0988660293415822e-05
MH,2018,0.0,0.0028595986806190152,1.7430354552903002e-05
MH,2019,0.0,0.009405365393772699,2.374927315289019e-05
MH,2020,0.0,0.020359734492458637,4.121309224994103e-06
MH,2021,0.0,0.0744437337159447,1.1483373560069273e-06
